Color! java.awt.Color[r=107,g=128,b=123]
Color! java.awt.Color[r=101,g=122,b=117]
Color! java.awt.Color[r=98,g=121,b=113]
Color! java.awt.Color[r=96,g=119,b=111]
Color! java.awt.Color[r=102,g=123,b=116]
Color! java.awt.Color[r=98,g=117,b=111]
Color! java.awt.Color[r=96,g=113,b=107]
Color! java.awt.Color[r=70,g=87,b=81]
Color! java.awt.Color[r=61,g=78,b=72]
Color! java.awt.Color[r=61,g=76,b=71]
Color! java.awt.Color[r=72,g=84,b=82]
Color! java.awt.Color[r=81,g=91,b=90]
Color! java.awt.Color[r=95,g=105,b=106]
Color! java.awt.Color[r=66,g=75,b=80]
Color! java.awt.Color[r=57,g=66,b=71]
Color! java.awt.Color[r=56,g=63,b=71]
Color! java.awt.Color[r=53,g=60,b=68]
Color! java.awt.Color[r=47,g=54,b=64]
Color! java.awt.Color[r=48,g=55,b=65]
Color! java.awt.Color[r=45,g=49,b=58]
Color! java.awt.Color[r=41,g=48,b=56]
Color! java.awt.Color[r=35,g=42,b=52]
Color! java.awt.Color[r=37,g=43,b=55]
Color! java.awt.Color[r=35,g=38,b=53]
Color! java.awt.Color[r=37,g=40,b=55]
Color! java.awt.Color[r=59,g=62,b=77]
Color! java.awt.Color[r=60,g=63,b=78]
Color! java.awt.Color[r=27,g=33,b=47]
Color! java.awt.Color[r=36,g=42,b=56]
Color! java.awt.Color[r=43,g=46,b=63]
Color! java.awt.Color[r=42,g=43,b=61]
Color! java.awt.Color[r=44,g=45,b=63]
Color! java.awt.Color[r=41,g=44,b=61]
Color! java.awt.Color[r=42,g=45,b=62]
Color! java.awt.Color[r=34,g=37,b=54]
Color! java.awt.Color[r=41,g=47,b=63]
Color! java.awt.Color[r=48,g=54,b=70]
Color! java.awt.Color[r=54,g=60,b=76]
Color! java.awt.Color[r=80,g=83,b=98]
Color! java.awt.Color[r=84,g=87,b=102]
Color! java.awt.Color[r=74,g=77,b=92]
Color! java.awt.Color[r=63,g=66,b=81]
Color! java.awt.Color[r=67,g=70,b=85]
Color! java.awt.Color[r=70,g=74,b=86]
Color! java.awt.Color[r=63,g=67,b=79]
Color! java.awt.Color[r=59,g=61,b=73]
Color! java.awt.Color[r=64,g=66,b=78]
Color! java.awt.Color[r=84,g=86,b=98]
Color! java.awt.Color[r=94,g=98,b=109]
Color! java.awt.Color[r=78,g=82,b=93]
Color! java.awt.Color[r=61,g=65,b=76]
Color! java.awt.Color[r=50,g=54,b=65]
Color! java.awt.Color[r=45,g=52,b=62]
Color! java.awt.Color[r=53,g=60,b=70]
Color! java.awt.Color[r=57,g=64,b=74]
Color! java.awt.Color[r=58,g=65,b=75]
Color! java.awt.Color[r=59,g=67,b=80]
Color! java.awt.Color[r=61,g=69,b=82]
Color! java.awt.Color[r=56,g=64,b=77]
Color! java.awt.Color[r=67,g=75,b=88]
Color! java.awt.Color[r=65,g=72,b=88]
Color! java.awt.Color[r=73,g=80,b=96]
Color! java.awt.Color[r=89,g=96,b=114]
Color! java.awt.Color[r=93,g=100,b=118]
Color! java.awt.Color[r=86,g=93,b=111]
Color! java.awt.Color[r=79,g=86,b=104]
Color! java.awt.Color[r=76,g=83,b=99]
Color! java.awt.Color[r=74,g=80,b=94]
Color! java.awt.Color[r=105,g=113,b=126]
Color! java.awt.Color[r=145,g=153,b=164]
Color! java.awt.Color[r=184,g=192,b=203]
Color! java.awt.Color[r=214,g=221,b=231]
Color! java.awt.Color[r=233,g=240,b=250]
Color! java.awt.Color[r=242,g=249,b=255]
Color! java.awt.Color[r=244,g=250,b=255]
Color! java.awt.Color[r=240,g=248,b=255]
Color! java.awt.Color[r=233,g=241,b=254]
Color! java.awt.Color[r=212,g=222,b=234]
Color! java.awt.Color[r=189,g=198,b=213]
Color! java.awt.Color[r=155,g=164,b=179]
Color! java.awt.Color[r=138,g=147,b=162]
Color! java.awt.Color[r=123,g=130,b=146]
Color! java.awt.Color[r=130,g=137,b=153]
Color! java.awt.Color[r=127,g=134,b=150]
Color! java.awt.Color[r=124,g=131,b=147]
Color! java.awt.Color[r=112,g=119,b=137]
Color! java.awt.Color[r=108,g=114,b=130]
Color! java.awt.Color[r=99,g=105,b=121]
Color! java.awt.Color[r=95,g=101,b=115]
Color! java.awt.Color[r=84,g=90,b=104]
Color! java.awt.Color[r=81,g=85,b=97]
Color! java.awt.Color[r=88,g=92,b=103]
Color! java.awt.Color[r=86,g=89,b=98]
Color! java.awt.Color[r=92,g=92,b=100]
Color! java.awt.Color[r=97,g=98,b=103]
Color! java.awt.Color[r=97,g=100,b=107]
Color! java.awt.Color[r=99,g=102,b=107]
Color! java.awt.Color[r=104,g=107,b=112]
Color! java.awt.Color[r=100,g=103,b=108]
Color! java.awt.Color[r=110,g=111,b=115]
Color! java.awt.Color[r=114,g=115,b=119]
